Prop_Genes	Prop_Tandem	Prop_RNATE	Prop_DNATE	Subgenome
0.018696	0.0	0.647082	0.212013	Maize2
0.028479	0.0	0.743536	0.206741	Maize2
0.007012	0.0	0.827481	0.160585	Maize2
0.044663	0.0	0.729968	0.129894	Maize2
0.014434	0.0	0.563521	0.083073	Nonsyntenic
0.002363	0.0	0.576249	0.135374	Nonsyntenic
0.031019	0.0	0.719775	0.239322	Nonsyntenic
0.001744	0.0	0.757035	0.097127	Nonsyntenic
0.018665	0.0	0.728002	0.089059	Nonsyntenic
0.078833	0.0	0.693686	0.104282	Nonsyntenic
0.057469	0.0	0.651594	0.151175	Nonsyntenic
0.041278	0.0	0.713991	0.154919	Nonsyntenic
0.020106	0.0	0.689405	0.19936	Nonsyntenic
0.031454	0.0	0.678093	0.131567	Maize2
0.022408	0.0	0.655867	0.133931	Maize2
0.014726	0.0	0.749417	0.167207	Maize2
0.019157	0.0	0.775925	0.212059	Maize2
0.076869	0.0	0.699753	0.210119	Maize2
0.102729	0.018954	0.724023	0.277646	Maize2
0.024342	0.002532	0.661306	0.207756	Maize2
0.030456	0.0	0.792719	0.180695	Maize2
0.050385	0.000693	0.748255	0.187049	Maize2
0.070061	0.0	0.724237	0.138327	Maize2
0.051518	0.0	0.723916	0.136137	Maize2
0.03696	0.001626	0.693831	0.209481	Maize2
0.039098	0.0	0.722036	0.167173	Maize2
0.090018	0.022826	0.684742	0.21791	Maize2
0.043797	0.0	0.733621	0.21247	Maize2
0.10664	0.0394	0.68186	0.139829	Maize2
0.058551	0.0	0.664408	0.175087	Maize2
0.035386	0.00337	0.64867	0.148156	Maize2
0.061853	0.0	0.73265	0.147867	Maize2
0.040342	0.022647	0.787549	0.171082	Maize2
0.097112	0.0	0.7106	0.198176	Maize2
0.071785	0.0	0.708528	0.185659	Maize2
0.043676	0.0	0.698723	0.156996	Maize2
0.065743	0.0	0.560678	0.146918	Maize2
0.020953	0.0	0.693173	0.219679	Maize2
0.057703	0.0	0.675749	0.205267	Maize2
0.041907	0.0	0.688447	0.140049	Nonsyntenic
0.0573	0.006198	0.707793	0.154522	Nonsyntenic
0.044794	0.0	0.778113	0.182106	Maize2
0.034907	0.001212	0.753606	0.214997	Maize2
0.064947	0.000567	0.666081	0.183582	Maize2
0.058283	0.0	0.680862	0.178809	Maize2
0.032961	0.014196	0.734803	0.196213	Maize2
0.031846	0.0	0.612788	0.176696	Maize2
0.091255	0.0	0.62787	0.17473	Maize2
0.023045	0.0	0.754945	0.151036	Maize2
0.057154	0.0	0.691242	0.210525	Nonsyntenic
0.102509	0.036065	0.570965	0.277506	Nonsyntenic
0.058881	0.0	0.705695	0.14908	Maize2
0.06126	0.0	0.654034	0.156914	Maize2
0.087205	0.041827	0.749596	0.212137	Nonsyntenic
0.055755	0.0	0.781201	0.177192	Maize2
0.038559	0.007298	0.756413	0.243094	Maize2
0.047223	0.004375	0.770112	0.263677	Maize2
0.07631	0.0	0.617081	0.277213	Maize2
0.086796	0.0	0.703617	0.185655	Maize2
0.047718	0.005898	0.716107	0.141475	Maize2
0.068536	0.017826	0.666112	0.211276	Maize2
0.04829	0.0	0.678935	0.227771	Maize2
0.029112	0.004488	0.743492	0.182761	Maize2
0.10193	0.0	0.713033	0.203686	Maize2
0.075512	0.012657	0.712946	0.212733	Nonsyntenic
0.026699	0.0	0.749346	0.249598	Maize2
0.059811	0.00386	0.667244	0.17281	Nonsyntenic
0.04854	0.0	0.642385	0.150901	Maize2
0.041992	0.0	0.70701	0.158531	Maize2
0.073728	0.021842	0.579871	0.149781	Maize2
0.09803	0.0	0.62307	0.166908	Maize2
0.085706	0.0	0.617359	0.219935	Maize2
0.054209	0.0	0.702906	0.296058	Nonsyntenic
0.078785	0.0	0.746388	0.155892	Maize2
0.15235	0.0	0.645381	0.180321	Maize2
0.090669	0.001176	0.631876	0.167497	Maize2
0.069577	0.000771	0.666393	0.183482	Maize2
0.033586	0.004109	0.716119	0.178021	Maize2
0.084341	0.002886	0.562566	0.160479	Maize2
0.115557	0.0	0.686747	0.216218	Maize2
0.057142	0.006817	0.631221	0.231305	Maize2
0.083613	0.027921	0.636138	0.260538	Maize2
0.109928	0.0	0.619949	0.186507	Maize2
0.037864	0.0	0.692506	0.206585	Nonsyntenic
0.076712	0.0	0.649062	0.133396	Maize2
0.050657	0.005438	0.698276	0.163796	Maize2
0.063737	0.0	0.579319	0.203447	Maize2
0.105235	0.011909	0.665035	0.119619	Maize2
0.059493	0.0	0.613223	0.178137	Maize2
0.106221	0.0	0.645601	0.261839	Maize2
0.1017	0.013103	0.570064	0.224276	Maize2
0.077333	0.008634	0.656965	0.167039	Maize2
0.109208	0.007517	0.706806	0.342684	Maize2
0.076746	0.0	0.652848	0.22681	Maize2
0.08651	0.0	0.570872	0.118174	Maize2
0.121665	0.0	0.625477	0.162492	Maize2
0.075074	0.0	0.570844	0.148891	Maize2
0.081697	0.0	0.652814	0.193812	Maize2
0.098689	0.002667	0.639207	0.254156	Maize2
0.060866	0.0	0.744766	0.228339	Maize2
0.104026	0.017657	0.561253	0.261061	Maize2
0.060029	0.006612	0.681122	0.139445	Maize2
0.07565	0.003949	0.662965	0.195778	Maize2
0.118956	0.016664	0.623858	0.135865	Maize2
0.140545	0.01165	0.580853	0.200377	Maize2
0.062149	0.0	0.625295	0.228607	Maize2
0.082788	0.0	0.641089	0.178801	Maize2
0.118758	0.0	0.643253	0.203637	Maize2
0.192507	0.047671	0.591115	0.098153	Maize2
0.143665	0.002958	0.613035	0.189569	Maize2
0.097553	0.027226	0.749036	0.251623	Maize2
0.067218	0.011406	0.656487	0.223098	Maize2
0.075299	0.0	0.657851	0.232467	Maize2
0.180847	0.002946	0.680143	0.203802	Maize2
0.110724	0.024467	0.641631	0.225509	Maize2
0.137471	0.0	0.606926	0.213386	Maize2
0.132404	0.0	0.603788	0.221143	Maize2
0.05767	0.0	0.708583	0.203262	Maize2
0.171165	0.003183	0.621811	0.184498	Maize2
0.126314	0.007314	0.606617	0.264148	Maize2
0.172819	0.003008	0.541745	0.203616	Maize2
0.120149	0.000612	0.648998	0.253625	Maize2
0.156508	0.020958	0.663621	0.180903	Maize2
0.129264	0.003027	0.612069	0.151609	Maize2
0.138428	0.009289	0.477314	0.209617	Maize2
0.109565	0.001038	0.613164	0.142922	Maize2
0.180221	0.005479	0.50607	0.217758	Maize2
0.132615	0.034284	0.6399	0.198563	Maize2
0.121622	0.001146	0.537509	0.155202	Maize2
0.177186	0.0	0.435847	0.245707	Maize2
0.209774	0.016	0.432875	0.20188	Maize2
0.216902	0.0	0.533127	0.158979	Maize2
0.267749	0.003468	0.518099	0.195615	Maize2
0.177558	0.000759	0.53445	0.183992	Maize2
0.115944	0.006357	0.569351	0.124742	Maize2
0.0545023	0.011693	0.5904499	0.0674266	Nonsyntenic
0.093237	0.008553	0.559194	0.256351	Nonsyntenic
0.111506	0.006065	0.590918	0.193751	Maize1
0.079985	0.013038	0.652215	0.181278	Maize1
0.067715	0.0	0.617614	0.17153	Maize1
0.04387	0.0	0.586337	0.197641	Maize1
0.071461	0.0	0.602146	0.225693	Maize1
0.11239	0.016032	0.585745	0.170532	Maize1
0.078366	0.016197	0.609283	0.217083	Maize1
0.061552	0.002688	0.592228	0.203518	Maize1
0.121749	0.005404	0.534282	0.22233	Maize1
0.103041	0.002273	0.558037	0.161575	Maize1
0.091795	0.001917	0.711808	0.156193	Maize1
0.112928	0.014226	0.662543	0.231955	Maize1
0.078915	0.0	0.666489	0.192712	Maize1
0.116239	0.014298	0.612451	0.262163	Maize1
0.115389	0.0	0.68094	0.264538	Maize1
0.118785	0.008686	0.609449	0.132269	Maize1
0.095418	0.028448	0.613156	0.155984	Maize1
0.154951	0.005112	0.636413	0.178158	Maize1
0.146569	0.030198	0.745809	0.120987	Maize1
0.119055	0.013171	0.60091	0.232555	Maize1
0.056099	0.003122	0.654394	0.214729	Maize1
0.066838	0.004511	0.66117	0.214808	Maize1
0.065753	0.011237	0.620662	0.164682	Maize1
0.088155	0.0	0.775834	0.253144	Maize1
0.088134	0.0	0.712812	0.219518	Maize1
0.060399	0.003619	0.65396	0.145707	Maize1
0.066891	0.006701	0.71363	0.233324	Maize1
0.103264	0.0	0.772523	0.216098	Maize1
0.051993	0.0	0.698319	0.227394	Nonsyntenic
0.053699	0.0	0.728348	0.201168	Nonsyntenic
0.046382	0.002549	0.60691	0.183108	Maize1
0.059512	0.003367	0.688985	0.16746	Maize1
0.046915	0.011844	0.631987	0.212315	Maize1
0.040086	0.006262	0.655656	0.179696	Maize1
0.055385	0.004278	0.564211	0.177999	Maize1
0.104711	0.0	0.669921	0.14524	Maize1
0.062833	0.0	0.678331	0.21142	Maize1
0.048677	0.002428	0.631629	0.121676	Maize1
0.030067	0.0	0.581093	0.078281	Maize1
0.02448	0.0	0.657663	0.137775	Maize1
0.015532	0.0	0.686997	0.119651	Maize1
0.040991	0.015586	0.703338	0.209509	Maize1
0.070421	0.013031	0.716266	0.160337	Maize1
0.035142	0.001488	0.68097	0.142751	Maize1
0.085974	0.001789	0.668399	0.210035	Maize1
0.044596	0.001116	0.593807	0.153736	Maize1
0.081897	0.0	0.610864	0.188619	Maize1
0.033251	0.0	0.698933	0.136201	Maize1
0.093173	0.0	0.681877	0.178588	Maize1
0.053839	0.0	0.675205	0.109185	Maize1
0.051938	0.0	0.729464	0.162339	Nonsyntenic
0.007199	0.0	0.713808	0.137175	Nonsyntenic
0.048078	0.006627	0.806315	0.148819	Nonsyntenic
0.006085	0.0	0.823348	0.152945	Nonsyntenic
0.029014	0.0	0.839659	0.100826	Maize1
0.006355	0.0	0.785138	0.17011	Maize1
0.03629	0.0	0.775192	0.120406	Maize1
0.131975	0.0	0.60452	0.109967	Maize1
0.003273	0.0	0.775961	0.154018	Maize1
0.016009	0.001143	0.697926	0.197618	Maize1
0.034393	0.0	0.685926	0.140975	Maize1
0.008729	0.005024	0.701341	0.209152	Maize1
0.040946	0.0	0.734116	0.135983	Maize1
0.020282	0.0	0.658155	0.125755	Maize1
0.03152	0.0	0.630473	0.243296	Maize1
0.010403	0.001311	0.655298	0.152062	Maize1
0.020329	0.015609	0.646063	0.149122	Maize1
0.028527	0.013041	0.638819	0.218478	Maize1
0.017754	0.0	0.669215	0.216333	Maize1
0.02608	0.004629	0.642318	0.249969	Nonsyntenic
0.061147	0.0	0.70164	0.224633	Maize1
0.064226	0.0	0.663333	0.175227	Maize1
0.057398	0.0	0.681236	0.146084	Maize1
0.010229	0.0	0.637626	0.146798	Maize1
0.000531	0.0	0.058737	0.028427	Maize1
0.048167	0.011054	0.750699	0.185348	Maize1
0.065621	0.0	0.550009	0.151384	Maize1
0.018192	0.0	0.707317	0.27768	Maize1
0.032676	0.002385	0.663143	0.176097	Maize1
0.032627	0.004773	0.729334	0.125675	Maize1
0.039175	0.0093	0.757383	0.119926	Maize1
0.019736	0.001394	0.727988	0.195819	Maize1
0.008961	0.0	0.639867	0.246789	Maize1
0.050064	0.0	0.741083	0.116969	Maize1
0.020962	0.0	0.668079	0.184236	Maize1
0.04556	0.0	0.691563	0.061935	Maize1
0.029168	0.0	0.666789	0.160252	Maize1
0.026039	0.0	0.697642	0.209331	Maize1
0.042828	0.0	0.618934	0.11898	Maize1
0.050374	0.001419	0.641484	0.188011	Maize1
0.055901	0.002904	0.669886	0.125453	Maize1
0.05556	0.014376	0.621703	0.097743	Maize1
0.056251	0.022521	0.664936	0.226396	Maize1
0.057489	0.003641	0.745768	0.134848	Maize1
0.077263	0.0	0.75006	0.26157	Maize1
0.082752	0.0	0.764352	0.19118	Maize1
0.080113	0.0	0.651629	0.236046	Maize1
0.045438	0.00288	0.697057	0.209159	Maize1
0.045749	0.0	0.769331	0.168243	Maize1
0.064358	0.001659	0.663043	0.165531	Maize1
0.020576	0.001107	0.706405	0.204589	Maize1
0.070975	0.013833	0.647948	0.108406	Maize1
0.09708	0.008417	0.617131	0.258585	Maize1
0.073751	0.012373	0.7112	0.236646	Maize1
0.071383	0.0	0.50391	0.18843	Maize1
0.066566	0.016236	0.647563	0.200062	Maize1
0.049577	0.009956	0.664918	0.193389	Maize1
0.107907	0.016361	0.649484	0.162281	Maize1
0.050092	0.0	0.700212	0.211579	Maize1
0.052057	0.002343	0.689514	0.068156	Maize1
0.060743	0.003204	0.686184	0.228061	Maize1
0.038217	0.0	0.761561	0.250586	Maize1
0.090864	0.0	0.634636	0.216908	Maize1
0.03267	0.000705	0.721526	0.205735	Maize1
0.080133	0.013207	0.633007	0.248104	Maize2
0.110186	0.0	0.689382	0.251037	Maize2
0.147393	0.004517	0.574425	0.259206	Maize2
0.051023	0.015896	0.732999	0.15174	Maize2
0.078142	0.013648	0.658157	0.199325	Maize2
0.086805	0.00294	0.596175	0.234542	Maize2
0.079781	0.00312	0.632944	0.188243	Maize2
0.090437	0.030843	0.665612	0.199987	Maize2
0.058591	0.004236	0.720136	0.154418	Maize2
0.067229	0.0	0.680689	0.250672	Maize2
0.069726	0.0	0.718118	0.203752	Maize2
0.110562	0.001746	0.598306	0.259934	Maize2
0.088824	0.0	0.562315	0.193395	Maize2
0.085583	0.019456	0.74608	0.282724	Maize2
0.126011	0.050861	0.70751	0.164957	Maize2
0.147201	0.0	0.615213	0.173544	Maize2
0.085041	0.0	0.696373	0.198112	Maize2
0.101794	0.0	0.718462	0.189502	Maize2
0.097284	0.0	0.688962	0.252751	Maize2
0.078144	0.002727	0.654848	0.173479	Maize2
0.051949	0.000465	0.651167	0.155825	Maize2
0.157765	0.0	0.592037	0.216394	Maize2
0.09214	0.015213	0.632036	0.29932	Maize2
0.05686	0.00543	0.74395	0.268923	Maize2
0.146422	0.0	0.602854	0.197717	Maize2
0.133918	0.005048	0.62943	0.162772	Maize2
0.133569	0.008535	0.653533	0.194576	Maize2
0.11652	0.002796	0.601435	0.176533	Maize2
0.1195	0.0	0.638643	0.214207	Maize2
0.191937	0.007167	0.584639	0.120717	Maize2
0.129258	0.012095	0.524487	0.197984	Maize2
0.118712	0.0	0.694994	0.123943	Maize2
0.113877	0.00314	0.611139	0.227739	Maize2
0.164162	0.008062	0.643515	0.237496	Maize2
0.120741	0.000942	0.618252	0.206927	Maize2
0.224403	0.008636	0.585019	0.206607	Maize2
0.081021	0.013828	0.691661	0.245255	Maize2
0.12316	0.018876	0.60605	0.272149	Maize2
0.122696	0.015064	0.543034	0.170769	Maize2
0.197396	0.012438	0.457348	0.149518	Maize2
0.188623	0.006925	0.539578	0.162821	Maize2
0.217175	0.0	0.486837	0.180317	Maize2
0.226544	0.01064	0.468069	0.122119	Maize2
0.206498	0.002572	0.547904	0.246207	Maize2
0.1348265	0.0	0.6635138	0.1975806	Maize2
0.089983	0.01612	0.65754	0.154388	Maize1
0.164473	0.019528	0.667909	0.253273	Maize1
0.126114	0.040757	0.603513	0.176419	Maize1
0.155494	0.106573	0.689812	0.171168	Maize1
0.147612	0.018652	0.70098	0.19089	Maize1
0.107805	0.013505	0.642997	0.22771	Maize1
0.089923	0.035988	0.719645	0.195456	Maize1
0.092088	0.05784	0.780803	0.09921	Maize1
0.071348	0.0	0.742235	0.207286	Maize1
0.103859	0.008985	0.701413	0.139435	Maize1
0.107138	0.005459	0.615421	0.171352	Maize1
0.04103	0.007829	0.639521	0.222583	Maize1
0.065604	0.003326	0.726246	0.202534	Nonsyntenic
0.099733	0.0	0.68686	0.274508	Maize1
0.015554	0.002866	0.682147	0.169227	Maize1
0.068362	0.006152	0.663041	0.190025	Nonsyntenic
0.068493	0.00862	0.709352	0.120465	Maize1
0.048397	0.004509	0.682409	0.13159	Maize1
0.087118	0.0	0.565387	0.156854	Maize1
0.039351	0.002816	0.629087	0.090645	Maize1
0.093558	0.0	0.656898	0.14858	Nonsyntenic
0.075628	0.0	0.71783	0.152965	Maize1
0.048275	0.001433	0.679309	0.265186	Nonsyntenic
0.080602	0.0	0.66221	0.14487	Maize1
0.029037	0.0	0.664709	0.201089	Maize1
0.037109	0.001263	0.552015	0.194974	Maize1
0.065914	0.000954	0.75129	0.167489	Maize1
0.053082	0.019107	0.754283	0.213569	Maize1
0.017876	0.0	0.70867	0.145541	Maize1
0.011174	0.0	0.743509	0.211937	Maize1
0.030473	0.005768	0.684003	0.26488	Maize1
0.024011	0.0	0.691239	0.162668	Maize1
0.02626	0.0	0.693629	0.159506	Maize1
0.012952	0.0	0.83651	0.13223	Maize1
0.042981	0.0	0.736071	0.15173	Maize1
0.047881	0.0	0.631768	0.17917	Maize1
0.027025	0.0	0.759543	0.195414	Maize1
0.031122	0.020436	0.717535	0.176315	Maize1
0.072059	0.0	0.678825	0.200999	Maize1
0.043263	0.0	0.673093	0.161978	Maize1
0.036474	0.0	0.673857	0.10837	Nonsyntenic
0.023594	0.0	0.813078	0.159535	Maize1
0.010147	0.0	0.732255	0.152187	Maize1
0.013822	0.0	0.833074	0.14593	Maize1
0.008879	0.0	0.763743	0.153492	Maize1
0.002915	0.0	0.758335	0.186603	Maize1
0.021257	0.0	0.70758	0.159881	Maize1
0.00141	0.0	0.777664	0.128959	Maize1
0.026677	0.0	0.769024	0.209311	Nonsyntenic
0.015135	0.0	0.670313	0.14305	Nonsyntenic
0.021751	0.0	0.639788	0.09312	Nonsyntenic
0.036032	0.0	0.680438	0.18802	Nonsyntenic
0.023978	0.0	0.659428	0.121264	Nonsyntenic
0.016615	0.0	0.617603	0.199371	Maize1
0.044986	0.0	0.654578	0.142015	Maize1
0.017902	0.0	0.741066	0.126933	Maize1
0.050843	0.020524	0.723254	0.263606	Maize1
0.005693	0.0	0.770093	0.207485	Maize1
0.062072	0.0	0.708972	0.255522	Maize1
0.04528	0.000898	0.643103	0.21602	Maize1
0.018159	0.00109	0.687241	0.167729	Maize1
0.033156	0.0	0.739595	0.120509	Maize1
0.029578	0.001787	0.660661	0.205777	Maize1
0.029978	0.0	0.710905	0.194624	Maize1
0.109687	0.0	0.612564	0.191764	Maize1
0.072406	0.0	0.705696	0.271184	Maize1
0.019013	0.002142	0.687512	0.116513	Maize1
0.01625	0.0	0.744317	0.180154	Maize1
0.048966	0.006494	0.605408	0.25611	Maize1
0.041283	0.0	0.735481	0.165554	Maize1
0.062337	0.0	0.714286	0.113991	Maize1
0.033619	0.001638	0.708331	0.156015	Maize1
0.037976	0.002474	0.708375	0.213927	Maize1
0.027427	0.01142	0.479443	0.127711	Maize1
0.054193	0.0	0.708311	0.186363	Maize1
0.046244	0.0	0.691758	0.207271	Maize1
0.044665	0.0	0.629024	0.262408	Maize1
0.036756	0.001346	0.749298	0.172477	Maize1
0.043628	0.005511	0.684834	0.288757	Maize1
0.060856	0.01179	0.71613	0.243099	Maize1
0.096343	0.007952	0.705994	0.159229	Maize1
0.088632	0.014338	0.731532	0.20724	Maize1
0.051283	0.018508	0.608264	0.241414	Maize1
0.084747	0.040627	0.770131	0.275691	Maize1
0.084667	0.0	0.698771	0.17939	Maize1
0.05763	0.012618	0.570416	0.226028	Maize1
0.038852	0.018056	0.808366	0.24447	Maize1
0.033048	0.003118	0.626186	0.23783	Maize1
0.070166	0.003711	0.694094	0.183452	Maize1
0.06835	0.001031	0.708582	0.19439	Maize1
0.090411	0.00486	0.706846	0.179012	Maize1
0.064997	0.004418	0.623175	0.17095	Nonsyntenic
0.008047	0.0	0.669561	0.164257	Maize2
0.041409	0.000624	0.603013	0.153511	Maize2
0.030076	0.002442	0.659208	0.240727	Maize2
0.07825	0.0	0.675409	0.184648	Maize2
0.084046	0.02064	0.633903	0.165872	Maize2
0.083464	0.019584	0.721949	0.193884	Nonsyntenic
0.050817	0.0	0.637251	0.216142	Nonsyntenic
0.094732	0.00272	0.57041	0.153399	Nonsyntenic
0.089242	0.00593	0.592719	0.167139	Maize2
0.123288	0.0	0.551671	0.188973	Maize2
0.07852	0.0	0.657792	0.197053	Nonsyntenic
0.040498	0.0	0.678821	0.176461	Maize2
0.075254	0.0	0.679074	0.136065	Nonsyntenic
0.181938	0.0	0.575366	0.166476	Nonsyntenic
0.100087	0.008567	0.605826	0.218234	Maize2
0.046548	0.0	0.624279	0.235598	Maize2
0.092157	0.026121	0.632118	0.128711	Maize2
0.038173	0.0	0.686022	0.238973	Maize2
0.073212	0.000714	0.665806	0.247733	Maize2
0.082382	0.030835	0.723365	0.329349	Maize2
0.084303	0.0	0.63343	0.197693	Maize2
0.070031	0.001534	0.60045	0.136845	Maize2
0.06907	0.001337	0.654943	0.246929	Maize2
0.047301	0.005149	0.629558	0.173652	Maize2
0.061308	0.036315	0.714037	0.158167	Maize2
0.038901	0.0	0.621475	0.257792	Maize2
0.088268	0.0	0.703961	0.238377	Maize2
0.097475	0.0	0.669883	0.183526	Maize2
0.086406	0.023078	0.605977	0.254875	Maize2
0.073701	0.018865	0.678546	0.206934	Maize2
0.089416	0.017887	0.651947	0.178682	Maize2
0.050854	0.025706	0.646398	0.295897	Maize2
0.092709	0.034596	0.697692	0.163692	Maize2
0.098821	0.0	0.654103	0.140436	Maize2
0.126891	0.0069	0.67311	0.172392	Maize2
0.111669	0.0	0.700621	0.185207	Maize2
0.089949	0.000804	0.60661	0.199986	Maize2
0.142489	0.0	0.633845	0.233905	Maize2
0.112451	0.004842	0.629655	0.195645	Maize2
0.166073	0.023143	0.555725	0.252784	Maize2
0.040982	0.009564	0.748582	0.18564	Maize2
0.136287	0.027001	0.591518	0.204124	Maize2
0.12673	0.0	0.563642	0.154263	Maize2
0.138379	0.0	0.606078	0.22021	Maize2
0.11394	0.002609	0.633954	0.185994	Maize2
0.09718	0.0	0.715464	0.163656	Maize2
0.142731	0.0	0.621313	0.229228	Maize2
0.1449	0.005083	0.581202	0.141536	Maize2
0.099576	0.017312	0.55559	0.286816	Maize2
0.100097	0.001996	0.62559	0.201449	Maize2
0.193357	0.001699	0.560356	0.1784	Maize2
0.172233	0.0	0.58143	0.226108	Maize2
0.156506	0.017147	0.638085	0.158086	Maize2
0.15951	0.004928	0.560081	0.196488	Maize2
0.132893	0.003487	0.560375	0.201419	Maize2
0.172407	0.024363	0.565622	0.170275	Maize2
0.223187	0.006108	0.602472	0.187574	Maize2
0.208024	0.001476	0.535487	0.168426	Maize2
0.0909505	0.0	0.6530336	0.208977	Maize2
